,prior,marginal,conditional_probability,source,percentile,p_value,bh_thresh,bayes ratio
1486,cyanogenic,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,
1497,bulking agent,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1485,nsaid,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1478,abortifacient,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1477,paralytic,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1475,cholinergic plant,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1474,chemical process,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1472,salicylate,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1471,sexual enhancement,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1470,snakes,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1467,antacid,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1479,analgesic,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1498,serm,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1503,antidepressant,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1506,androgen/estrogen,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1532,sexual enhancement,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1531,snakes,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1528,antacid,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1527,misclassified,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,
1526,neurotoxin,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1525,anticoagulant,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1524,mushrooms,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1523,anti-inflammatory,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1521,ssri,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1520,antibiotic/antifungal,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1518,unclear,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,
1517,serotonergic,anti-inflammatory,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1514,nmda antagonist,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1513,antithyroid,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1512,tricyclic antidepressants,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1510,acetaminophen-containing,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1509,nootropic,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1508,steroid,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1507,uncoupler,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1465,neurotoxin,ergot,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,0.0
1852,cyanogenic,antacid,0.0,dd,0.39159424632903805,1.0,0.019579712316451905,
709,property of toxin,sense of self,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
707,musculoskeletal,sense of self,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
240,oncologic,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
239,genitourinary,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
238,cardiovascular,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
237,song references,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
236,gastrointestinal,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
235,misclassified,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
234,motor,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
233,immunologic,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
241,written media references,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
232,global nervous system,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
230,integumentary,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
229,behavior,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
228,cognitive ability,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
227,infectious,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
226,esp,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
225,renal,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
224,activity references,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
223,respiratory,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
231,emotion,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
222,uninterpretable,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
242,chemical process,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
244,hematologic,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
262,behavior,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
261,cognitive ability,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
260,infectious,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
259,esp,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
258,renal,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
257,activity references,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
256,respiratory,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
255,uninterpretable,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
243,metabolic,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
254,sexual activity,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
252,sense of self,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
251,endocrine,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
250,perception,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
249,neurologic disorder,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
248,somatic sensation,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
247,property of toxin,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
246,place references,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
245,musculoskeletal,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
253,use of substance,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
263,integumentary,cardiovascular,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
221,sexual activity,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
219,sense of self,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
196,behavior,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
195,cognitive ability,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
194,infectious,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
193,esp,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
192,renal,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
191,activity references,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
190,respiratory,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
189,uninterpretable,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
197,integumentary,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
188,sexual activity,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
186,sense of self,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
185,endocrine,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
184,perception,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
183,neurologic disorder,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
182,somatic sensation,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
181,property of toxin,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
180,place references,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
179,musculoskeletal,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
187,use of substance,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
220,use of substance,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
198,emotion,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
200,immunologic,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
218,endocrine,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
217,perception,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
216,neurologic disorder,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
215,somatic sensation,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
214,property of toxin,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
213,place references,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
212,musculoskeletal,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
211,hematologic,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
199,global nervous system,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
210,metabolic,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
208,written media references,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
207,oncologic,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
206,genitourinary,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
205,cardiovascular,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
204,song references,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
203,gastrointestinal,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
202,misclassified,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
201,motor,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
209,chemical process,song references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
264,emotion,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
265,global nervous system,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
266,immunologic,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
329,integumentary,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
328,behavior,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
327,cognitive ability,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
326,infectious,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
325,esp,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
324,renal,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
323,activity references,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
322,respiratory,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
330,emotion,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
321,uninterpretable,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
319,use of substance,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
318,sense of self,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
317,endocrine,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
316,perception,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
315,neurologic disorder,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
314,somatic sensation,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
313,property of toxin,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
312,place references,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
320,sexual activity,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
311,musculoskeletal,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
331,global nervous system,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
333,motor,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
351,sense of self,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
350,endocrine,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
349,perception,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
348,neurologic disorder,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
347,somatic sensation,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
346,property of toxin,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
345,place references,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
344,musculoskeletal,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
332,immunologic,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
343,hematologic,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
341,chemical process,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
340,written media references,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
339,oncologic,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
338,genitourinary,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
337,cardiovascular,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
336,song references,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
335,gastrointestinal,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
334,misclassified,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
342,metabolic,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
310,hematologic,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
309,metabolic,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
308,chemical process,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
284,endocrine,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
283,perception,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
282,neurologic disorder,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
281,somatic sensation,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
280,property of toxin,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
279,place references,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
278,musculoskeletal,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
277,hematologic,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
285,sense of self,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
276,metabolic,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
274,written media references,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
273,oncologic,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
272,genitourinary,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
271,cardiovascular,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
270,song references,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
269,gastrointestinal,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
268,misclassified,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
267,motor,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
275,chemical process,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
286,use of substance,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
287,sexual activity,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
288,uninterpretable,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
307,written media references,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
306,oncologic,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
305,genitourinary,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
304,cardiovascular,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
303,song references,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
302,gastrointestinal,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
301,misclassified,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
300,motor,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
299,immunologic,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
298,global nervous system,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
297,emotion,oncologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
296,integumentary,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
295,behavior,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
294,cognitive ability,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
293,infectious,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
292,esp,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
291,renal,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
290,activity references,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
289,respiratory,genitourinary,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
178,hematologic,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
177,metabolic,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
176,chemical process,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
175,written media references,gastrointestinal,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
63,cognitive ability,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
62,infectious,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
61,esp,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
60,renal,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
59,activity references,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
58,respiratory,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
57,uninterpretable,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
56,sexual activity,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
64,behavior,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
55,use of substance,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
53,endocrine,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
52,perception,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
51,neurologic disorder,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
50,somatic sensation,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
49,property of toxin,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
48,place references,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
47,musculoskeletal,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
46,hematologic,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
54,sense of self,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
45,metabolic,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
65,integumentary,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
67,global nervous system,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
85,perception,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
84,neurologic disorder,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
83,somatic sensation,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
82,property of toxin,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
81,place references,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
80,musculoskeletal,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
79,hematologic,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
78,metabolic,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
66,emotion,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
77,chemical process,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
75,oncologic,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
74,genitourinary,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
73,cardiovascular,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
72,song references,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
71,gastrointestinal,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
70,misclassified,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
69,motor,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
68,immunologic,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
76,written media references,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
44,chemical process,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
43,written media references,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
42,oncologic,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
18,neurologic disorder,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
17,somatic sensation,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
16,property of toxin,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
15,place references,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
14,musculoskeletal,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
13,hematologic,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
12,metabolic,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
11,chemical process,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
19,perception,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
10,written media references,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
8,genitourinary,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
7,cardiovascular,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
6,song references,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
5,gastrointestinal,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
4,misclassified,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
3,motor,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
2,immunologic,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
1,global nervous system,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
9,oncologic,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
20,endocrine,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
21,sense of self,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
22,use of substance,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
41,genitourinary,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
40,cardiovascular,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
39,song references,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
38,gastrointestinal,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
37,misclassified,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
36,motor,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
35,immunologic,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
34,global nervous system,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
33,emotion,global nervous system,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
32,integumentary,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
31,behavior,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
30,cognitive ability,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
29,infectious,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
28,esp,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
27,renal,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,
26,activity references,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
25,respiratory,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
24,uninterpretable,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
23,sexual activity,emotion,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
86,endocrine,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
352,use of substance,written media references,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
87,sense of self,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
89,sexual activity,immunologic,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
152,endocrine,misclassified,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
151,perception,misclassified,0.0,ss,0.39159424632903805,1.0,0.019579712316451905,0.0
