,prior,marginal,conditional_probability,source
7513,chemical process,chemical process,0.0,sd
7514,cholinergic plant,chemical process,0.0,sd
7515,dopamine agonist,chemical process,0.0,sd
7516,paralytic,chemical process,0.0,sd
7517,abortifacient,chemical process,0.0,sd
7518,analgesic,chemical process,0.0,sd
7519,anticholinergic medicine,chemical process,0.0,sd
7520,maoi,chemical process,0.0,sd
7521,functional class,chemical process,0.0,sd
7522,plant,chemical process,0.0,sd
7523,chemotherapeutic,chemical process,0.0,sd
7524,nsaid,chemical process,0.0,sd
7525,cyanogenic,chemical process,0.0,sd
7526,anesthetic,chemical process,0.0,sd
7527,hepatotoxin,chemical process,0.0,sd
7528,anabolic hormones,chemical process,0.0,sd
7529,antinausea,chemical process,0.0,sd
7530,antihyperglycemic,chemical process,0.0,sd
7531,hiv medications,chemical process,0.0,sd
7532,nonopioid analgesic,chemical process,0.0,sd
7533,inhalant,chemical process,0.0,sd
7534,psychedelic,chemical process,0.0,sd
7535,antipsychotic,chemical process,0.0,sd
7536,bulking agent,chemical process,0.0,sd
7537,serm,chemical process,0.0,sd
7538,metabolite,chemical process,0.0,sd
7539,cannabinoid receptor agonists,chemical process,0.0,sd
7540,endogenous chemical,chemical process,0.0,sd
7541,sedative,chemical process,0.0,sd
7542,antidepressant,chemical process,0.0,sd
7543,structural class,chemical process,0.0,sd
7544,chemical reagent,chemical process,0.0,sd
7545,androgen/estrogen,chemical process,0.0,sd
7546,uncoupler,chemical process,0.0,sd
7547,steroid,chemical process,0.0,sd
7548,nootropic,chemical process,0.0,sd
7549,acetaminophen-containing,chemical process,0.0,sd
7550,element,chemical process,0.0,sd
7551,tricyclic antidepressants,chemical process,0.0,sd
7552,antithyroid,chemical process,0.0,sd
7553,nmda antagonist,chemical process,0.0,sd
7554,vasoactive,chemical process,0.0,sd
7555,opioid,metabolic,0.0,sd
7556,serotonergic,metabolic,0.0,sd
7557,unclear,metabolic,0.0,sd
7558,cardioactive,metabolic,0.0,sd
7559,antibiotic/antifungal,metabolic,0.0,sd
7560,ssri,metabolic,0.0,sd
7561,ergot,metabolic,0.0,sd
7562,anti-inflammatory,metabolic,0.0,sd
7563,mushrooms,metabolic,0.0,sd
7564,anticoagulant,metabolic,0.0,sd
7565,neurotoxin,metabolic,0.0,sd
7566,misclassified,metabolic,0.0,sd
7567,antacid,metabolic,0.0,sd
7568,stimulants,metabolic,0.0,sd
7569,moiety,metabolic,0.0,sd
7570,snakes,metabolic,0.0,sd
7571,sexual enhancement,metabolic,0.0,sd
7572,salicylate,metabolic,0.0,sd
7573,alcohol,metabolic,0.0,sd
7574,chemical process,metabolic,0.0,sd
7575,cholinergic plant,metabolic,0.0,sd
7576,dopamine agonist,metabolic,0.0,sd
7577,paralytic,metabolic,0.0,sd
7578,abortifacient,metabolic,0.0,sd
7579,analgesic,metabolic,0.0,sd
7580,anticholinergic medicine,metabolic,0.0,sd
7581,maoi,metabolic,0.0,sd
7582,functional class,metabolic,0.0,sd
7583,plant,metabolic,0.0,sd
7584,chemotherapeutic,metabolic,0.0,sd
7585,nsaid,metabolic,0.0,sd
7586,cyanogenic,metabolic,0.0,sd
7587,anesthetic,metabolic,0.0,sd
7588,hepatotoxin,metabolic,0.0,sd
7589,anabolic hormones,metabolic,0.0,sd
7590,antinausea,metabolic,0.0,sd
7591,antihyperglycemic,metabolic,0.0,sd
7592,hiv medications,metabolic,0.0,sd
7593,nonopioid analgesic,metabolic,0.0,sd
7594,inhalant,metabolic,0.0,sd
7595,psychedelic,metabolic,0.0,sd
7596,antipsychotic,metabolic,0.0,sd
7597,bulking agent,metabolic,0.0,sd
7598,serm,metabolic,0.0,sd
7599,metabolite,metabolic,0.0,sd
7600,cannabinoid receptor agonists,metabolic,0.0,sd
7601,endogenous chemical,metabolic,0.0,sd
7602,sedative,metabolic,0.0,sd
7603,antidepressant,metabolic,0.0,sd
7604,structural class,metabolic,0.0,sd
7605,chemical reagent,metabolic,0.0,sd
7606,androgen/estrogen,metabolic,0.0,sd
7607,uncoupler,metabolic,0.0,sd
7608,steroid,metabolic,0.0,sd
7609,nootropic,metabolic,0.0,sd
7610,acetaminophen-containing,metabolic,0.0,sd
7611,element,metabolic,0.0,sd
7612,tricyclic antidepressants,metabolic,0.0,sd
7613,antithyroid,metabolic,0.0,sd
7614,nmda antagonist,metabolic,0.0,sd
7615,vasoactive,metabolic,0.0,sd
7616,opioid,hematologic,0.0,sd
7617,serotonergic,hematologic,0.0,sd
7618,unclear,hematologic,0.0,sd
7619,cardioactive,hematologic,0.0,sd
7620,antibiotic/antifungal,hematologic,0.0,sd
7621,ssri,hematologic,0.0,sd
7622,ergot,hematologic,0.0,sd
7623,anti-inflammatory,hematologic,0.0,sd
7624,mushrooms,hematologic,0.0,sd
7625,anticoagulant,hematologic,0.0,sd
7626,neurotoxin,hematologic,0.0,sd
7627,misclassified,hematologic,0.0,sd
7628,antacid,hematologic,0.0,sd
7629,stimulants,hematologic,0.0,sd
7630,moiety,hematologic,0.0,sd
7631,snakes,hematologic,0.0,sd
7632,sexual enhancement,hematologic,0.0,sd
7633,salicylate,hematologic,0.0,sd
7634,alcohol,hematologic,0.0,sd
7635,chemical process,hematologic,0.0,sd
7636,cholinergic plant,hematologic,0.0,sd
7637,dopamine agonist,hematologic,0.0,sd
7638,paralytic,hematologic,0.0,sd
7639,abortifacient,hematologic,0.0,sd
7640,analgesic,hematologic,0.0,sd
7641,anticholinergic medicine,hematologic,0.0,sd
7642,maoi,hematologic,0.0,sd
7643,functional class,hematologic,0.0,sd
7644,plant,hematologic,0.0,sd
7645,chemotherapeutic,hematologic,0.0,sd
7646,nsaid,hematologic,0.0,sd
7647,cyanogenic,hematologic,0.0,sd
7648,anesthetic,hematologic,0.0,sd
7649,hepatotoxin,hematologic,0.0,sd
7650,anabolic hormones,hematologic,0.0,sd
7651,antinausea,hematologic,0.0,sd
7652,antihyperglycemic,hematologic,0.0,sd
7653,hiv medications,hematologic,0.0,sd
7654,nonopioid analgesic,hematologic,0.0,sd
7655,inhalant,hematologic,0.0,sd
7656,psychedelic,hematologic,0.0,sd
7657,antipsychotic,hematologic,0.0,sd
7658,bulking agent,hematologic,0.0,sd
7659,serm,hematologic,0.0,sd
7660,metabolite,hematologic,0.0,sd
7661,cannabinoid receptor agonists,hematologic,0.0,sd
7662,endogenous chemical,hematologic,0.0,sd
7663,sedative,hematologic,0.0,sd
7664,antidepressant,hematologic,0.0,sd
7665,structural class,hematologic,0.0,sd
7666,chemical reagent,hematologic,0.0,sd
7667,androgen/estrogen,hematologic,0.0,sd
7668,uncoupler,hematologic,0.0,sd
7669,steroid,hematologic,0.0,sd
7670,nootropic,hematologic,0.0,sd
7671,acetaminophen-containing,hematologic,0.0,sd
7672,element,hematologic,0.0,sd
7673,tricyclic antidepressants,hematologic,0.0,sd
7674,antithyroid,hematologic,0.0,sd
7675,nmda antagonist,hematologic,0.0,sd
7676,vasoactive,hematologic,0.0,sd
7677,opioid,musculoskeletal,0.0,sd
7678,serotonergic,musculoskeletal,0.0,sd
7679,unclear,musculoskeletal,0.0,sd
7680,cardioactive,musculoskeletal,0.0,sd
7681,antibiotic/antifungal,musculoskeletal,0.0,sd
7682,ssri,musculoskeletal,0.0,sd
7683,ergot,musculoskeletal,0.0,sd
7684,anti-inflammatory,musculoskeletal,0.0,sd
7685,mushrooms,musculoskeletal,0.0,sd
7686,anticoagulant,musculoskeletal,0.0,sd
7687,neurotoxin,musculoskeletal,0.0,sd
7688,misclassified,musculoskeletal,0.0,sd
7689,antacid,musculoskeletal,0.0,sd
7690,stimulants,musculoskeletal,0.0,sd
7691,moiety,musculoskeletal,0.0,sd
7692,snakes,musculoskeletal,0.0,sd
7693,sexual enhancement,musculoskeletal,0.0,sd
7694,salicylate,musculoskeletal,0.0,sd
7695,alcohol,musculoskeletal,0.0,sd
7696,chemical process,musculoskeletal,0.0,sd
7697,cholinergic plant,musculoskeletal,0.0,sd
7698,dopamine agonist,musculoskeletal,0.0,sd
7699,paralytic,musculoskeletal,0.0,sd
7700,abortifacient,musculoskeletal,0.0,sd
7701,analgesic,musculoskeletal,0.0,sd
7702,anticholinergic medicine,musculoskeletal,0.0,sd
7703,maoi,musculoskeletal,0.0,sd
7704,functional class,musculoskeletal,0.0,sd
7705,plant,musculoskeletal,0.0,sd
7706,chemotherapeutic,musculoskeletal,0.0,sd
7707,nsaid,musculoskeletal,0.0,sd
7708,cyanogenic,musculoskeletal,0.0,sd
7709,anesthetic,musculoskeletal,0.0,sd
7710,hepatotoxin,musculoskeletal,0.0,sd
7711,anabolic hormones,musculoskeletal,0.0,sd
7712,antinausea,musculoskeletal,0.0,sd
7713,antihyperglycemic,musculoskeletal,0.0,sd
7714,hiv medications,musculoskeletal,0.0,sd
7715,nonopioid analgesic,musculoskeletal,0.0,sd
7716,inhalant,musculoskeletal,0.0,sd
7717,psychedelic,musculoskeletal,0.0,sd
7718,antipsychotic,musculoskeletal,0.0,sd
7719,bulking agent,musculoskeletal,0.0,sd
7720,serm,musculoskeletal,0.0,sd
7721,metabolite,musculoskeletal,0.0,sd
7722,cannabinoid receptor agonists,musculoskeletal,0.0,sd
7723,endogenous chemical,musculoskeletal,0.0,sd
7724,sedative,musculoskeletal,0.0,sd
7725,antidepressant,musculoskeletal,0.0,sd
7726,structural class,musculoskeletal,0.0,sd
7727,chemical reagent,musculoskeletal,0.0,sd
7728,androgen/estrogen,musculoskeletal,0.0,sd
7729,uncoupler,musculoskeletal,0.0,sd
7730,steroid,musculoskeletal,0.0,sd
7731,nootropic,musculoskeletal,0.0,sd
7732,acetaminophen-containing,musculoskeletal,0.0,sd
7733,element,musculoskeletal,0.0,sd
7734,tricyclic antidepressants,musculoskeletal,0.0,sd
7735,antithyroid,musculoskeletal,0.0,sd
7736,nmda antagonist,musculoskeletal,0.0,sd
7737,vasoactive,musculoskeletal,0.0,sd
7738,opioid,place references,0.0,sd
7739,serotonergic,place references,0.0,sd
7740,unclear,place references,0.0,sd
7741,cardioactive,place references,0.0,sd
7742,antibiotic/antifungal,place references,0.0,sd
7743,ssri,place references,0.0,sd
7744,ergot,place references,0.0,sd
7745,anti-inflammatory,place references,0.0,sd
7746,mushrooms,place references,0.0,sd
7747,anticoagulant,place references,0.0,sd
7748,neurotoxin,place references,0.0,sd
7749,misclassified,place references,0.0,sd
7750,antacid,place references,0.0,sd
7751,stimulants,place references,0.0,sd
7752,moiety,place references,0.0,sd
7753,snakes,place references,0.0,sd
7754,sexual enhancement,place references,0.0,sd
7755,salicylate,place references,0.0,sd
7756,alcohol,place references,0.0,sd
7757,chemical process,place references,0.0,sd
7758,cholinergic plant,place references,0.0,sd
7759,dopamine agonist,place references,0.0,sd
7760,paralytic,place references,0.0,sd
7761,abortifacient,place references,0.0,sd
7762,analgesic,place references,0.0,sd
7763,anticholinergic medicine,place references,0.0,sd
7764,maoi,place references,0.0,sd
7765,functional class,place references,0.0,sd
7766,plant,place references,0.0,sd
7767,chemotherapeutic,place references,0.0,sd
7768,nsaid,place references,0.0,sd
7769,cyanogenic,place references,0.0,sd
7770,anesthetic,place references,0.0,sd
7771,hepatotoxin,place references,0.0,sd
7772,anabolic hormones,place references,0.0,sd
7773,antinausea,place references,0.0,sd
7774,antihyperglycemic,place references,0.0,sd
7775,hiv medications,place references,0.0,sd
7776,nonopioid analgesic,place references,0.0,sd
7777,inhalant,place references,0.0,sd
7778,psychedelic,place references,0.0,sd
7779,antipsychotic,place references,0.0,sd
7780,bulking agent,place references,0.0,sd
7781,serm,place references,0.0,sd
7782,metabolite,place references,0.0,sd
7783,cannabinoid receptor agonists,place references,0.0,sd
7784,endogenous chemical,place references,0.0,sd
7785,sedative,place references,0.0,sd
7786,antidepressant,place references,0.0,sd
7787,structural class,place references,0.0,sd
7788,chemical reagent,place references,0.0,sd
7789,androgen/estrogen,place references,0.0,sd
7790,uncoupler,place references,0.0,sd
7791,steroid,place references,0.0,sd
7792,nootropic,place references,0.0,sd
7793,acetaminophen-containing,place references,0.0,sd
7794,element,place references,0.0,sd
7795,tricyclic antidepressants,place references,0.0,sd
7796,antithyroid,place references,0.0,sd
7797,nmda antagonist,place references,0.0,sd
7798,vasoactive,place references,0.0,sd
7799,opioid,property of toxin,0.0,sd
7800,serotonergic,property of toxin,0.0,sd
7801,unclear,property of toxin,0.0,sd
7802,cardioactive,property of toxin,0.0,sd
7803,antibiotic/antifungal,property of toxin,0.0,sd
7804,ssri,property of toxin,0.0,sd
7805,ergot,property of toxin,0.0,sd
7806,anti-inflammatory,property of toxin,0.0,sd
7807,mushrooms,property of toxin,0.0,sd
7808,anticoagulant,property of toxin,0.0,sd
7809,neurotoxin,property of toxin,0.0,sd
7810,misclassified,property of toxin,0.0,sd
7811,antacid,property of toxin,0.0,sd
7812,stimulants,property of toxin,0.0,sd
7813,moiety,property of toxin,0.0,sd
7814,snakes,property of toxin,0.0,sd
7815,sexual enhancement,property of toxin,0.0,sd
7816,salicylate,property of toxin,0.0,sd
7817,alcohol,property of toxin,0.0,sd
7818,chemical process,property of toxin,2.510082814409271e-08,sd
7819,cholinergic plant,property of toxin,0.0,sd
7820,dopamine agonist,property of toxin,0.0,sd
7821,paralytic,property of toxin,0.0,sd
7822,abortifacient,property of toxin,0.0,sd
7823,analgesic,property of toxin,0.0,sd
7824,anticholinergic medicine,property of toxin,0.0,sd
7825,maoi,property of toxin,0.0,sd
7826,functional class,property of toxin,0.0,sd
7827,plant,property of toxin,0.0,sd
7828,chemotherapeutic,property of toxin,0.0,sd
7829,nsaid,property of toxin,0.0,sd
7830,cyanogenic,property of toxin,0.0,sd
7831,anesthetic,property of toxin,0.0,sd
7832,hepatotoxin,property of toxin,0.0,sd
7833,anabolic hormones,property of toxin,0.0,sd
7834,antinausea,property of toxin,0.0,sd
7835,antihyperglycemic,property of toxin,0.0,sd
7836,hiv medications,property of toxin,0.0,sd
7837,nonopioid analgesic,property of toxin,0.0,sd
7838,inhalant,property of toxin,0.0,sd
7839,psychedelic,property of toxin,0.0,sd
7840,antipsychotic,property of toxin,0.0,sd
7841,bulking agent,property of toxin,0.0,sd
7842,serm,property of toxin,0.0,sd
7843,metabolite,property of toxin,0.0,sd
7844,cannabinoid receptor agonists,property of toxin,0.0,sd
7845,endogenous chemical,property of toxin,0.0,sd
7846,sedative,property of toxin,0.0,sd
7847,antidepressant,property of toxin,0.0,sd
7848,structural class,property of toxin,0.0,sd
7849,chemical reagent,property of toxin,0.0,sd
7850,androgen/estrogen,property of toxin,0.0,sd
7851,uncoupler,property of toxin,0.0,sd
7852,steroid,property of toxin,0.0,sd
7853,nootropic,property of toxin,0.0,sd
7854,acetaminophen-containing,property of toxin,0.0,sd
7855,element,property of toxin,0.0,sd
7856,tricyclic antidepressants,property of toxin,0.0,sd
7857,antithyroid,property of toxin,0.0,sd
7858,nmda antagonist,property of toxin,0.0,sd
7859,vasoactive,property of toxin,0.0,sd
7860,opioid,somatic sensation,0.0,sd
7861,serotonergic,somatic sensation,0.0,sd
7862,unclear,somatic sensation,0.0,sd
7863,cardioactive,somatic sensation,0.0,sd
7864,antibiotic/antifungal,somatic sensation,0.0,sd
7865,ssri,somatic sensation,0.0,sd
7866,ergot,somatic sensation,0.0,sd
7867,anti-inflammatory,somatic sensation,0.0,sd
7868,mushrooms,somatic sensation,0.0,sd
7869,anticoagulant,somatic sensation,0.0,sd
7870,neurotoxin,somatic sensation,0.0,sd
7871,misclassified,somatic sensation,0.0,sd
7872,antacid,somatic sensation,0.0,sd
7873,stimulants,somatic sensation,0.0,sd
7874,moiety,somatic sensation,0.0,sd
7875,snakes,somatic sensation,0.0,sd
7876,sexual enhancement,somatic sensation,0.0,sd
7877,salicylate,somatic sensation,0.0,sd
7878,alcohol,somatic sensation,0.0,sd
7879,chemical process,somatic sensation,0.0,sd
7880,cholinergic plant,somatic sensation,0.0,sd
7881,dopamine agonist,somatic sensation,0.0,sd
7882,paralytic,somatic sensation,0.0,sd
7883,abortifacient,somatic sensation,0.0,sd
7884,analgesic,somatic sensation,0.0,sd
7885,anticholinergic medicine,somatic sensation,0.0,sd
7886,maoi,somatic sensation,0.0,sd
7887,functional class,somatic sensation,0.0,sd
7888,plant,somatic sensation,0.0,sd
7889,chemotherapeutic,somatic sensation,0.0,sd
7890,nsaid,somatic sensation,0.0,sd
7891,cyanogenic,somatic sensation,0.0,sd
7892,anesthetic,somatic sensation,0.0,sd
7893,hepatotoxin,somatic sensation,0.0,sd
7894,anabolic hormones,somatic sensation,0.0,sd
7895,antinausea,somatic sensation,0.0,sd
7896,antihyperglycemic,somatic sensation,0.0,sd
7897,hiv medications,somatic sensation,0.0,sd
7898,nonopioid analgesic,somatic sensation,0.0,sd
7899,inhalant,somatic sensation,0.0,sd
7900,psychedelic,somatic sensation,0.0,sd
7901,antipsychotic,somatic sensation,0.0,sd
7902,bulking agent,somatic sensation,0.0,sd
7903,serm,somatic sensation,0.0,sd
7904,metabolite,somatic sensation,0.0,sd
7905,cannabinoid receptor agonists,somatic sensation,0.0,sd
7906,endogenous chemical,somatic sensation,0.0,sd
7907,sedative,somatic sensation,0.0,sd
7908,antidepressant,somatic sensation,0.0,sd
7909,structural class,somatic sensation,0.0,sd
7910,chemical reagent,somatic sensation,0.0,sd
7911,androgen/estrogen,somatic sensation,0.0,sd
7912,uncoupler,somatic sensation,0.0,sd
7913,steroid,somatic sensation,0.0,sd
7914,nootropic,somatic sensation,0.0,sd
7915,acetaminophen-containing,somatic sensation,0.0,sd
7916,element,somatic sensation,0.0,sd
7917,tricyclic antidepressants,somatic sensation,0.0,sd
7918,antithyroid,somatic sensation,0.0,sd
7919,nmda antagonist,somatic sensation,0.0,sd
7920,vasoactive,somatic sensation,0.0,sd
7921,opioid,neurologic disorder,0.0,sd
7922,serotonergic,neurologic disorder,0.0,sd
7923,unclear,neurologic disorder,0.0,sd
7924,cardioactive,neurologic disorder,0.0,sd
7925,antibiotic/antifungal,neurologic disorder,0.0,sd
7926,ssri,neurologic disorder,0.0,sd
7927,ergot,neurologic disorder,0.0,sd
7928,anti-inflammatory,neurologic disorder,0.0,sd
7929,mushrooms,neurologic disorder,0.0,sd
7930,anticoagulant,neurologic disorder,0.0,sd
7931,neurotoxin,neurologic disorder,0.0,sd
7932,misclassified,neurologic disorder,0.0,sd
7933,antacid,neurologic disorder,0.0,sd
7934,stimulants,neurologic disorder,0.0,sd
7935,moiety,neurologic disorder,0.0,sd
7936,snakes,neurologic disorder,0.0,sd
7937,sexual enhancement,neurologic disorder,0.0,sd
7938,salicylate,neurologic disorder,0.0,sd
7939,alcohol,neurologic disorder,0.0,sd
7940,chemical process,neurologic disorder,0.0,sd
7941,cholinergic plant,neurologic disorder,0.0,sd
7942,dopamine agonist,neurologic disorder,0.0,sd
7943,paralytic,neurologic disorder,0.0,sd
7944,abortifacient,neurologic disorder,0.0,sd
7945,analgesic,neurologic disorder,0.0,sd
7946,anticholinergic medicine,neurologic disorder,0.0,sd
7947,maoi,neurologic disorder,0.0,sd
7948,functional class,neurologic disorder,0.0,sd
7949,plant,neurologic disorder,0.0,sd
7950,chemotherapeutic,neurologic disorder,0.0,sd
7951,nsaid,neurologic disorder,0.0,sd
7952,cyanogenic,neurologic disorder,0.0,sd
7953,anesthetic,neurologic disorder,0.0,sd
7954,hepatotoxin,neurologic disorder,0.0,sd
7955,anabolic hormones,neurologic disorder,0.0,sd
7956,antinausea,neurologic disorder,0.0,sd
7957,antihyperglycemic,neurologic disorder,0.0,sd
7958,hiv medications,neurologic disorder,0.0,sd
7959,nonopioid analgesic,neurologic disorder,0.0,sd
7960,inhalant,neurologic disorder,0.0,sd
7961,psychedelic,neurologic disorder,0.0,sd
7962,antipsychotic,neurologic disorder,0.0,sd
7963,bulking agent,neurologic disorder,0.0,sd
7964,serm,neurologic disorder,0.0,sd
7965,metabolite,neurologic disorder,0.0,sd
7966,cannabinoid receptor agonists,neurologic disorder,0.0,sd
7967,endogenous chemical,neurologic disorder,0.0,sd
7968,sedative,neurologic disorder,0.0,sd
7969,antidepressant,neurologic disorder,0.0,sd
7970,structural class,neurologic disorder,0.0,sd
7971,chemical reagent,neurologic disorder,0.0,sd
7972,androgen/estrogen,neurologic disorder,0.0,sd
7973,uncoupler,neurologic disorder,0.0,sd
7974,steroid,neurologic disorder,0.0,sd
7975,nootropic,neurologic disorder,0.0,sd
7976,acetaminophen-containing,neurologic disorder,0.0,sd
7977,element,neurologic disorder,0.0,sd
7978,tricyclic antidepressants,neurologic disorder,0.0,sd
7979,antithyroid,neurologic disorder,0.0,sd
7980,nmda antagonist,neurologic disorder,0.0,sd
7981,vasoactive,neurologic disorder,0.0,sd
7982,opioid,perception,0.0,sd
7983,serotonergic,perception,0.0,sd
7984,unclear,perception,0.0,sd
7985,cardioactive,perception,0.0,sd
7986,antibiotic/antifungal,perception,0.0,sd
7987,ssri,perception,0.0,sd
7988,ergot,perception,0.0,sd
7989,anti-inflammatory,perception,0.0,sd
7990,mushrooms,perception,0.0,sd
7991,anticoagulant,perception,0.0,sd
7992,neurotoxin,perception,0.0,sd
7993,misclassified,perception,0.0,sd
7994,antacid,perception,0.0,sd
7995,stimulants,perception,0.0,sd
7996,moiety,perception,0.0,sd
7997,snakes,perception,0.0,sd
7998,sexual enhancement,perception,0.0,sd
7999,salicylate,perception,0.0,sd
8000,alcohol,perception,0.0,sd
8001,chemical process,perception,1.6947904716981517e-08,sd
8002,cholinergic plant,perception,0.0,sd
8003,dopamine agonist,perception,0.0,sd
8004,paralytic,perception,0.0,sd
8005,abortifacient,perception,0.0,sd
8006,analgesic,perception,0.0,sd
8007,anticholinergic medicine,perception,0.0,sd
8008,maoi,perception,0.0,sd
8009,functional class,perception,0.0,sd
8010,plant,perception,0.0,sd
8011,chemotherapeutic,perception,0.0,sd
8012,nsaid,perception,0.0,sd
8013,cyanogenic,perception,0.0,sd
8014,anesthetic,perception,0.0,sd
8015,hepatotoxin,perception,0.0,sd
8016,anabolic hormones,perception,0.0,sd
8017,antinausea,perception,0.0,sd
8018,antihyperglycemic,perception,0.0,sd
8019,hiv medications,perception,0.0,sd
8020,nonopioid analgesic,perception,0.0,sd
8021,inhalant,perception,0.0,sd
8022,psychedelic,perception,0.0,sd
8023,antipsychotic,perception,0.0,sd
8024,bulking agent,perception,0.0,sd
8025,serm,perception,0.0,sd
8026,metabolite,perception,0.0,sd
8027,cannabinoid receptor agonists,perception,0.0,sd
8028,endogenous chemical,perception,0.0,sd
8029,sedative,perception,0.0,sd
8030,antidepressant,perception,0.0,sd
8031,structural class,perception,0.0,sd
8032,chemical reagent,perception,0.0,sd
8033,androgen/estrogen,perception,0.0,sd
8034,uncoupler,perception,0.0,sd
8035,steroid,perception,0.0,sd
8036,nootropic,perception,0.0,sd
8037,acetaminophen-containing,perception,0.0,sd
8038,element,perception,0.0,sd
8039,tricyclic antidepressants,perception,0.0,sd
8040,antithyroid,perception,0.0,sd
8041,nmda antagonist,perception,0.0,sd
8042,vasoactive,perception,0.0,sd
8043,opioid,endocrine,0.0,sd
8044,serotonergic,endocrine,0.0,sd
8045,unclear,endocrine,0.0,sd
8046,cardioactive,endocrine,0.0,sd
8047,antibiotic/antifungal,endocrine,0.0,sd
8048,ssri,endocrine,0.0,sd
8049,ergot,endocrine,0.0,sd
8050,anti-inflammatory,endocrine,0.0,sd
8051,mushrooms,endocrine,0.0,sd
8052,anticoagulant,endocrine,0.0,sd
8053,neurotoxin,endocrine,0.0,sd
8054,misclassified,endocrine,0.0,sd
8055,antacid,endocrine,0.0,sd
8056,stimulants,endocrine,0.0,sd
8057,moiety,endocrine,0.0,sd
8058,snakes,endocrine,0.0,sd
8059,sexual enhancement,endocrine,0.0,sd
8060,salicylate,endocrine,0.0,sd
8061,alcohol,endocrine,0.0,sd
8062,chemical process,endocrine,0.0,sd
8063,cholinergic plant,endocrine,0.0,sd
8064,dopamine agonist,endocrine,0.0,sd
8065,paralytic,endocrine,0.0,sd
8066,abortifacient,endocrine,0.0,sd
8067,analgesic,endocrine,0.0,sd
8068,anticholinergic medicine,endocrine,0.0,sd
8069,maoi,endocrine,0.0,sd
8070,functional class,endocrine,0.0,sd
8071,plant,endocrine,0.0,sd
8072,chemotherapeutic,endocrine,0.0,sd
8073,nsaid,endocrine,0.0,sd
8074,cyanogenic,endocrine,0.0,sd
8075,anesthetic,endocrine,0.0,sd
8076,hepatotoxin,endocrine,0.0,sd
8077,anabolic hormones,endocrine,0.0,sd
8078,antinausea,endocrine,0.0,sd
8079,antihyperglycemic,endocrine,0.0,sd
8080,hiv medications,endocrine,0.0,sd
8081,nonopioid analgesic,endocrine,0.0,sd
8082,inhalant,endocrine,0.0,sd
8083,psychedelic,endocrine,0.0,sd
8084,antipsychotic,endocrine,0.0,sd
8085,bulking agent,endocrine,0.0,sd
8086,serm,endocrine,0.0,sd
8087,metabolite,endocrine,0.0,sd
8088,cannabinoid receptor agonists,endocrine,0.0,sd
8089,endogenous chemical,endocrine,0.0,sd
8090,sedative,endocrine,0.0,sd
8091,antidepressant,endocrine,0.0,sd
8092,structural class,endocrine,0.0,sd
8093,chemical reagent,endocrine,0.0,sd
8094,androgen/estrogen,endocrine,0.0,sd
8095,uncoupler,endocrine,0.0,sd
8096,steroid,endocrine,0.0,sd
8097,nootropic,endocrine,0.0,sd
8098,acetaminophen-containing,endocrine,0.0,sd
8099,element,endocrine,0.0,sd
8100,tricyclic antidepressants,endocrine,0.0,sd
8101,antithyroid,endocrine,0.0,sd
8102,nmda antagonist,endocrine,0.0,sd
8103,vasoactive,endocrine,0.0,sd
8104,opioid,sense of self,0.0,sd
8105,serotonergic,sense of self,0.0,sd
8106,unclear,sense of self,0.0,sd
8107,cardioactive,sense of self,0.0,sd
8108,antibiotic/antifungal,sense of self,0.0,sd
8109,ssri,sense of self,0.0,sd
8110,ergot,sense of self,0.0,sd
8111,anti-inflammatory,sense of self,0.0,sd
8112,mushrooms,sense of self,0.0,sd
8113,anticoagulant,sense of self,0.0,sd
8114,neurotoxin,sense of self,0.0,sd
8115,misclassified,sense of self,0.0,sd
8116,antacid,sense of self,0.0,sd
8117,stimulants,sense of self,0.0,sd
8118,moiety,sense of self,0.0,sd
8119,snakes,sense of self,0.0,sd
8120,sexual enhancement,sense of self,0.0,sd
8121,salicylate,sense of self,0.0,sd
8122,alcohol,sense of self,0.0,sd
8123,chemical process,sense of self,0.0,sd
8124,cholinergic plant,sense of self,0.0,sd
8125,dopamine agonist,sense of self,0.0,sd
8126,paralytic,sense of self,0.0,sd
8127,abortifacient,sense of self,0.0,sd
8128,analgesic,sense of self,0.0,sd
8129,anticholinergic medicine,sense of self,0.0,sd
8130,maoi,sense of self,0.0,sd
8131,functional class,sense of self,0.0,sd
8132,plant,sense of self,0.0,sd
8133,chemotherapeutic,sense of self,0.0,sd
8134,nsaid,sense of self,0.0,sd
8135,cyanogenic,sense of self,0.0,sd
8136,anesthetic,sense of self,0.0,sd
8137,hepatotoxin,sense of self,0.0,sd
8138,anabolic hormones,sense of self,0.0,sd
8139,antinausea,sense of self,0.0,sd
8140,antihyperglycemic,sense of self,0.0,sd
8141,hiv medications,sense of self,0.0,sd
8142,nonopioid analgesic,sense of self,0.0,sd
8143,inhalant,sense of self,0.0,sd
8144,psychedelic,sense of self,0.0,sd
8145,antipsychotic,sense of self,0.0,sd
8146,bulking agent,sense of self,0.0,sd
8147,serm,sense of self,0.0,sd
8148,metabolite,sense of self,0.0,sd
8149,cannabinoid receptor agonists,sense of self,0.0,sd
8150,endogenous chemical,sense of self,0.0,sd
8151,sedative,sense of self,0.0,sd
8152,antidepressant,sense of self,0.0,sd
8153,structural class,sense of self,0.0,sd
8154,chemical reagent,sense of self,0.0,sd
8155,androgen/estrogen,sense of self,0.0,sd
