,prior,conditional,conditional_probability
342859,myrtifolia,wormwood,0.001988071570576541
342869,myrtifolia,other,0.0014727540500736375
342889,myrtifolia,adaptogen,0.006756756756756756
342905,bronchodilator,oxycodone,0.0006472491909385112
342918,bronchodilator,hormone,0.0017889087656529515
342953,bronchodilator,caffeine,0.0006020469596628537
342980,bronchodilator,cocaine,0.0003965107057890563
342985,bronchodilator,selegiline,0.008403361344537815
342997,bronchodilator,mescaline,0.0004145936981757877
343004,bronchodilator,opioids,0.0002671653753673524
343036,bronchodilator,morphine,0.0005753739930955121
343083,bronchodilator,nicotine,0.0010193679918450561
343142,bronchodilator,serotonin,0.0005022601707684581
343214,bronchodilator,MDMA,0.0004363953742090334
343216,bronchodilator,bufotenin,0.0021321961620469087
343310,bronchodilator,buprenorphine,0.0038022813688212928
343362,bronchodilator,ubiquinone,0.04
343374,bronchodilator,phenethylamine,0.0007412898443291327
343423,bronchodilator,methamphetamine,0.0013596193065941538
343519,bronchodilator,ibogaine,0.0019960079840319364
343522,bronchodilator,amphetamine,0.0006978367062107467
343588,metamizole,caffeine,0.0012040939193257074
343657,metamizole,salvia,0.0002685284640171858
343676,metamizole,methadone,0.0010928961748633882
343687,metamizole,sodium,0.0027548209366391185
344005,metamizole,fentanyl,0.0017152658662092624
344038,metamizole,benzene,0.0033670033670033677
344142,metamizole,acetaminophen,0.0019305019305019305
344473,cephalosporin,tequila,0.008264462809917356
344560,cephalosporin,quinine,0.01492537313432836
344764,cephalosporin,wormwood,0.001988071570576541
345458,norhyoscyamine,hormone,0.0017889087656529515
345488,norhyoscyamine,LSD,0.0003518648838845883
345493,norhyoscyamine,caffeine,0.0012040939193257074
345509,norhyoscyamine,coriamyrtine,0.029411764705882356
345516,norhyoscyamine,pseudotutine,0.029411764705882356
345520,norhyoscyamine,cocaine,0.001189532117367169
345537,norhyoscyamine,mescaline,0.0012437810945273634
345544,norhyoscyamine,opioids,0.0002671653753673524
345555,norhyoscyamine,polyhydroxynortropane,0.037037037037037035
345562,norhyoscyamine,salvia,0.0005370569280343716
345572,norhyoscyamine,pyridine,0.022556390977443608
345576,norhyoscyamine,morphine,0.0005753739930955121
345586,norhyoscyamine,anxiolytic,0.004329004329004329
345615,norhyoscyamine,convolamine,0.037037037037037035
345623,norhyoscyamine,nicotine,0.001529051987767584
345655,norhyoscyamine,zygophyllaceae,0.021505376344086027
345673,norhyoscyamine,ergometrine,0.010309278350515464
345675,norhyoscyamine,glucose,0.006666666666666667
345681,norhyoscyamine,solanum,0.01666666666666667
345682,norhyoscyamine,serotonin,0.0010045203415369162
345689,norhyoscyamine,scopalamine,0.007751937984496125
345697,norhyoscyamine,vinblastine,0.015748031496062992
345698,norhyoscyamine,marijuana,0.000643707756678468
345711,norhyoscyamine,reserpate,0.029411764705882356
345723,norhyoscyamine,norepinephrine,0.0034364261168384888
345740,norhyoscyamine,lasiantha,0.027777777777777776
345754,norhyoscyamine,MDMA,0.0004363953742090334
345756,norhyoscyamine,bufotenin,0.004264392324093817
345765,norhyoscyamine,epinephrine,0.0040404040404040395
345782,norhyoscyamine,myristicin,0.014084507042253518
345820,norhyoscyamine,hyoscyamine,0.003355704697986577
345833,norhyoscyamine,dimethyltryptamine,0.007905138339920948
345837,norhyoscyamine,methoxyamphetamine,0.029411764705882356
345875,norhyoscyamine,pernod,0.014285714285714284
345879,norhyoscyamine,tryptamine,0.0017793594306049823
345913,norhyoscyamine,periwinkle,0.025641025641025644
345914,norhyoscyamine,phenethylamine,0.0007412898443291327
345943,norhyoscyamine,benzene,0.0067340067340067354
345954,norhyoscyamine,benzodiazepine,0.0010515247108307043
345963,norhyoscyamine,methamphetamine,0.0006798096532970769
345976,norhyoscyamine,ecgonine,0.01785714285714286
346034,norhyoscyamine,wormwood,0.003976143141153082
346059,norhyoscyamine,ibogaine,0.003992015968063873
346062,norhyoscyamine,amphetamine,0.0010467550593161198
346064,norhyoscyamine,adaptogen,0.006756756756756756
346080,prilosec,oxycodone,0.0006472491909385112
346179,prilosec,opioids,0.0002671653753673524
346258,prilosec,nicotine,0.0005096839959225281
346312,prilosec,meclizine,0.015625
346317,prilosec,serotonin,0.0005022601707684581
346465,prilosec,quinine,0.01492537313432836
346501,prilosec,hydrocodone,0.0008389261744966444
346545,prilosec,fentanyl,0.0017152658662092624
346589,prilosec,benzodiazepine,0.0010515247108307043
347363,erythropoietin,hormone,0.0017889087656529515
348036,phenylacetyl,cannabimimetic,0.02127659574468085
348618,titanium,cobalt,0.012658227848101266
348624,titanium,tranylcypromine,0.00546448087431694
348668,titanium,caffeine,0.0012040939193257074
348682,titanium,phenelzine,0.0047393364928909965
348695,titanium,cocaine,0.0003965107057890563
348700,titanium,selegiline,0.008403361344537815
348712,titanium,mescaline,0.0004145936981757877
348719,titanium,opioids,0.0002671653753673524
348726,titanium,propoxyphene,0.004291845493562232
348737,titanium,salvia,0.0002685284640171858
348758,titanium,sertraline,0.005847953216374269
348767,titanium,sodium,0.004132231404958678
348791,titanium,dextromethorphan,0.0017035775127768314
348798,titanium,nicotine,0.0005096839959225281
348822,titanium,chlorine,0.0045662100456621
348842,titanium,fluvoxamine,0.009433962264150943
348857,titanium,serotonin,0.0005022601707684581
348908,titanium,antidepressant,0.000945179584120983
348940,titanium,epinephrine,0.0020202020202020198
349089,titanium,phenethylamine,0.0007412898443291327
349118,titanium,benzene,0.0033670033670033677
349135,titanium,isocarboxazid,0.011764705882352941
349138,titanium,methamphetamine,0.0006798096532970769
349186,titanium,propylene,0.016129032258064516
349222,titanium,acetaminophen,0.0019305019305019305
349237,titanium,amphetamine,0.0003489183531053734
349933,aminomethane,LSD,0.00017593244194229416
349982,aminomethane,mescaline,0.0004145936981757877
350359,aminomethane,phenethylamine,0.0014825796886582653
350408,aminomethane,methamphetamine,0.0006798096532970769
350507,aminomethane,amphetamine,0.0003489183531053734
350523,phenacetin,cobalt,0.012658227848101266
350525,phenacetin,oxycodone,0.0006472491909385112
350546,phenacetin,benzoylecgonine,0.016393442622950817
350568,phenacetin,LSD,0.00017593244194229416
350573,phenacetin,caffeine,0.0006020469596628537
350590,phenacetin,insulin,0.006289308176100629
350600,phenacetin,cocaine,0.0007930214115781126
350624,phenacetin,opioids,0.0002671653753673524
350656,phenacetin,morphine,0.0005753739930955121
350661,phenacetin,methadone,0.0010928961748633882
350672,phenacetin,sodium,0.0013774104683195593
350696,phenacetin,dextromethorphan,0.0017035775127768314
350721,phenacetin,dimethcathinone,0.038461538461538464
350828,phenacetin,benzylethylamine,0.038461538461538464
350830,phenacetin,thebaine,0.0033444816053511705
350834,phenacetin,MDMA,0.0002181976871045167
350876,phenacetin,dimethylglyoxime,0.038461538461538464
350883,phenacetin,nitropropene,0.03333333333333334
350913,phenacetin,dimethyltryptamine,0.003952569169960474
350960,phenacetin,hydroxyzine,0.025
350990,phenacetin,fentanyl,0.0017152658662092624
351034,phenacetin,benzodiazepine,0.0010515247108307043
351043,phenacetin,methamphetamine,0.0006798096532970769
351122,phenacetin,igg,0.038461538461538464
351127,phenacetin,acetaminophen,0.0019305019305019305
351142,phenacetin,amphetamine,0.0003489183531053734
351860,nolvadex,insulin,0.006289308176100629
352115,nolvadex,epinephrine,0.0020202020202020198
352412,nolvadex,amphetamine,0.0003489183531053734
352443,methylene,hormone,0.005366726296958856
352446,methylene,pseudoephedrine,0.0031446540880503146
352473,methylene,LSD,0.0008796622097114707
352478,methylene,caffeine,0.0006020469596628537
352495,methylene,insulin,0.006289308176100629
352505,methylene,cocaine,0.0003965107057890563
352525,methylene,oxytocin,0.008547008547008548
352547,methylene,salvia,0.0002685284640171858
352561,methylene,morphine,0.0005753739930955121
352577,methylene,sodium,0.005509641873278237
352608,methylene,nicotine,0.0010193679918450561
352632,methylene,chlorine,0.013698630136986302
352667,methylene,serotonin,0.0025113008538422904
352683,methylene,marijuana,0.000321853878339234
352704,methylene,methylphenidate,0.003076923076923077
352708,methylene,norepinephrine,0.0034364261168384888
352718,methylene,antidepressant,0.000945179584120983
352739,methylene,MDMA,0.0008727907484180668
352758,methylene,THC,0.02298850574712644
352760,methylene,dpt,0.0014684287812041115
352798,methylene,empathogen,0.007575757575757577
352828,methylene,dichloromethane,0.013333333333333334
352899,methylene,phenethylamine,0.0007412898443291327
352906,methylene,adrafinil,0.010416666666666666
352928,methylene,benzene,0.0033670033670033677
352948,methylene,methamphetamine,0.0020394289598912306
352996,methylene,propylene,0.016129032258064516
353029,methylene,other,0.0014727540500736375
353047,methylene,amphetamine,0.0003489183531053734
353664,benzotate,other,0.0014727540500736375
353698,aflatoxin,cobalt,0.012658227848101266
353878,aflatoxin,nicotine,0.0005096839959225281
353953,aflatoxin,marijuana,0.000321853878339234
354378,colchicine,LSD,0.00017593244194229416
354410,colchicine,cocaine,0.0003965107057890563
354427,colchicine,mescaline,0.0004145936981757877
354434,colchicine,opioids,0.0002671653753673524
354465,colchicine,laudanum,0.009433962264150943
354513,colchicine,nicotine,0.0005096839959225281
354579,colchicine,scopalamine,0.002583979328165375
354588,colchicine,marijuana,0.000321853878339234
354644,colchicine,MDMA,0.0002181976871045167
354800,colchicine,fentanyl,0.0017152658662092624
355722,thujjone,salvia,0.0002685284640171858
356950,terfenidine,cocaine,0.0003965107057890563
356974,terfenidine,opioids,0.0002671653753673524
358823,neurotoxicant,LSD,0.00017593244194229416
358828,neurotoxicant,caffeine,0.0006020469596628537
359017,neurotoxicant,serotonin,0.0005022601707684581
359089,neurotoxicant,MDMA,0.0002181976871045167
359289,neurotoxicant,benzodiazepine,0.0010515247108307043
359397,neurotoxicant,amphetamine,0.0003489183531053734
359399,neurotoxicant,adaptogen,0.006756756756756756
359419,rolipram,tranylcypromine,0.00546448087431694
359421,rolipram,hypericum,0.012820512820512822
359428,rolipram,hormone,0.0017889087656529515
359430,rolipram,fluoxetine,0.005235602094240838
359439,rolipram,dalcipran,0.024390243902439025
359477,rolipram,phenelzine,0.0047393364928909965
359490,rolipram,cocaine,0.0003965107057890563
359491,rolipram,inositol,0.010526315789473684
359495,rolipram,selegiline,0.008403361344537815
359504,rolipram,chlorpromazine,0.005025125628140704
359514,rolipram,opioids,0.0002671653753673524
359522,rolipram,mirtazapine,0.01694915254237288
359549,rolipram,minaprine,0.024390243902439025
359553,rolipram,sertraline,0.005847953216374269
359556,rolipram,anxiolytic,0.004329004329004329
359593,rolipram,nicotine,0.0005096839959225281
359623,rolipram,bupropion,0.004166666666666668
359637,rolipram,fluvoxamine,0.009433962264150943
359645,rolipram,glucose,0.0033333333333333327
359649,rolipram,pramipexole,0.024390243902439025
359652,rolipram,serotonin,0.0005022601707684581
359668,rolipram,marijuana,0.000321853878339234
359689,rolipram,methylphenidate,0.003076923076923077
359693,rolipram,norepinephrine,0.0017182130584192444
359694,rolipram,hydroxyl,0.007042253521126761
359703,rolipram,antidepressant,0.000945179584120983
359724,rolipram,MDMA,0.0002181976871045167
359727,rolipram,vardenafil,0.023255813953488372
359787,rolipram,venlafaxine,0.007575757575757577
359789,rolipram,phentolamine,0.018181818181818184
359820,rolipram,buprenorphine,0.0038022813688212928
359827,rolipram,imipramine,0.01666666666666667
359860,rolipram,cipramil,0.015384615384615384
359884,rolipram,phenethylamine,0.0007412898443291327
359891,rolipram,adrafinil,0.010416666666666666
359924,rolipram,benzodiazepine,0.0010515247108307043
359930,rolipram,isocarboxazid,0.011764705882352941
359979,rolipram,thymoanaesthetiser,0.024390243902439025
360002,rolipram,paroxetine,0.0055248618784530384
360032,rolipram,amphetamine,0.0003489183531053734
360093,spiroxatrine,LSD,0.00017593244194229416
360287,spiroxatrine,serotonin,0.0005022601707684581
360361,spiroxatrine,bufotenin,0.0021321961620469087
360380,spiroxatrine,dpt,0.0014684287812041115
360438,spiroxatrine,dimethyltryptamine,0.003952569169960474
360484,spiroxatrine,tryptamine,0.0005931198102016608
360733,piroxicam,caffeine,0.0006020469596628537
360802,piroxicam,salvia,0.0002685284640171858
360832,piroxicam,sodium,0.0013774104683195593
361287,piroxicam,acetaminophen,0.0019305019305019305
361320,thioesters,oxycodone,0.0006472491909385112
361461,thioesters,anxiolytic,0.004329004329004329
361608,thioesters,antidepressant,0.000945179584120983
361743,thioesters,hydromorphone,0.002444987775061125
361959,thymoanaesthetiser,tranylcypromine,0.00546448087431694
361961,thymoanaesthetiser,hypericum,0.012820512820512822
361968,thymoanaesthetiser,hormone,0.0017889087656529515
361970,thymoanaesthetiser,fluoxetine,0.005235602094240838
361979,thymoanaesthetiser,dalcipran,0.024390243902439025
362017,thymoanaesthetiser,phenelzine,0.0047393364928909965
362030,thymoanaesthetiser,cocaine,0.0003965107057890563
362031,thymoanaesthetiser,inositol,0.010526315789473684
362035,thymoanaesthetiser,selegiline,0.008403361344537815
362044,thymoanaesthetiser,chlorpromazine,0.005025125628140704
362054,thymoanaesthetiser,opioids,0.0002671653753673524
362062,thymoanaesthetiser,mirtazapine,0.01694915254237288
362089,thymoanaesthetiser,minaprine,0.024390243902439025
362093,thymoanaesthetiser,sertraline,0.005847953216374269
362096,thymoanaesthetiser,anxiolytic,0.004329004329004329
362133,thymoanaesthetiser,nicotine,0.0005096839959225281
362163,thymoanaesthetiser,bupropion,0.004166666666666668
362177,thymoanaesthetiser,fluvoxamine,0.009433962264150943
362185,thymoanaesthetiser,glucose,0.0033333333333333327
362189,thymoanaesthetiser,pramipexole,0.024390243902439025
362192,thymoanaesthetiser,serotonin,0.0005022601707684581
362208,thymoanaesthetiser,marijuana,0.000321853878339234
362229,thymoanaesthetiser,methylphenidate,0.003076923076923077
362233,thymoanaesthetiser,norepinephrine,0.0017182130584192444
362234,thymoanaesthetiser,hydroxyl,0.007042253521126761
362243,thymoanaesthetiser,antidepressant,0.000945179584120983
362264,thymoanaesthetiser,MDMA,0.0002181976871045167
362267,thymoanaesthetiser,vardenafil,0.023255813953488372
362327,thymoanaesthetiser,venlafaxine,0.007575757575757577
362329,thymoanaesthetiser,phentolamine,0.018181818181818184
362360,thymoanaesthetiser,buprenorphine,0.0038022813688212928
362367,thymoanaesthetiser,imipramine,0.01666666666666667
362400,thymoanaesthetiser,cipramil,0.015384615384615384
362424,thymoanaesthetiser,phenethylamine,0.0007412898443291327
362431,thymoanaesthetiser,adrafinil,0.010416666666666666
362464,thymoanaesthetiser,benzodiazepine,0.0010515247108307043
362470,thymoanaesthetiser,isocarboxazid,0.011764705882352941
362516,thymoanaesthetiser,rolipram,0.024390243902439025
362542,thymoanaesthetiser,paroxetine,0.0055248618784530384
362572,thymoanaesthetiser,amphetamine,0.0003489183531053734
362633,mulberry,LSD,0.0003518648838845883
362707,mulberry,salvia,0.0002685284640171858
362768,mulberry,nicotine,0.0005096839959225281
362788,mulberry,heroin,0.006535947712418301
362843,mulberry,marijuana,0.0009655616350177019
362898,mulberry,chamomile,0.0038910505836575885
362899,mulberry,MDMA,0.0002181976871045167
363058,mulberry,periwinkle,0.012820512820512822
363179,mulberry,wormwood,0.001988071570576541
363241,propylene,pseudoephedrine,0.009433962264150943
363268,propylene,LSD,0.0005277973258268825
363278,propylene,iprocin,0.0045662100456621
363290,propylene,insulin,0.006289308176100629
363293,propylene,meperidine,0.0047393364928909965
363317,propylene,mescaline,0.0004145936981757877
363324,propylene,opioids,0.0008014961261020572
363342,propylene,salvia,0.0005370569280343716
363372,propylene,sodium,0.008264462809917356
363396,propylene,dextromethorphan,0.008517887563884156
363403,propylene,nicotine,0.0010193679918450561
363455,propylene,glucose,0.0033333333333333327
363462,propylene,serotonin,0.0010045203415369162
363478,propylene,marijuana,0.000321853878339234
363555,propylene,dpt,0.0014684287812041115
363659,propylene,tryptamine,0.0005931198102016608
363743,propylene,methamphetamine,0.0006798096532970769
363758,propylene,psychonaut,0.0032467532467532465
363769,propylene,titanium,0.025641025641025644
363775,propylene,methylene,0.014492753623188406
363824,propylene,other,0.004418262150220914
363827,propylene,acetaminophen,0.0019305019305019305
363842,propylene,amphetamine,0.0003489183531053734
363876,ephedrine,pseudoephedrine,0.006289308176100629
363903,ephedrine,LSD,0.00017593244194229416
363908,ephedrine,caffeine,0.0006020469596628537
363935,ephedrine,cocaine,0.0003965107057890563
363952,ephedrine,mescaline,0.0004145936981757877
363977,ephedrine,salvia,0.0005370569280343716
364031,ephedrine,dextromethorphan,0.0017035775127768314
364038,ephedrine,nicotine,0.0005096839959225281
364097,ephedrine,serotonin,0.0005022601707684581
364122,ephedrine,mephedrone,0.00398406374501992
364169,ephedrine,MDMA,0.0006545930613135501
364180,ephedrine,epinephrine,0.0020202020202020198
364187,ephedrine,phenylpropanolamine,0.007299270072992701
364199,ephedrine,benzylpiperazine,0.009009009009009007
364329,ephedrine,phenethylamine,0.0007412898443291327
364349,ephedrine,methylxanthines,0.022222222222222227
364377,ephedrine,cordifolia,0.018867924528301886
364378,ephedrine,methamphetamine,0.0013596193065941538
364477,ephedrine,amphetamine,0.0010467550593161198
364508,phenethylalkanes,hormone,0.0017889087656529515
364538,phenethylalkanes,LSD,0.00017593244194229416
364543,phenethylalkanes,caffeine,0.0006020469596628537
364570,phenethylalkanes,cocaine,0.0003965107057890563
364594,phenethylalkanes,opioids,0.0002671653753673524
364674,phenethylalkanes,naloxone,0.004694835680751174
364732,phenethylalkanes,serotonin,0.0005022601707684581
364804,phenethylalkanes,MDMA,0.0002181976871045167
364964,phenethylalkanes,phenethylamine,0.0007412898443291327
365137,tetrahydroisoquinoline,commiphora,0.03125
365222,tetrahydroisoquinoline,mescaline,0.0012437810945273634
365229,tetrahydroisoquinoline,opioids,0.0002671653753673524
365247,tetrahydroisoquinoline,salvia,0.0005370569280343716
365277,tetrahydroisoquinoline,sodium,0.0013774104683195593
365308,tetrahydroisoquinoline,nicotine,0.0010193679918450561
365367,tetrahydroisoquinoline,serotonin,0.0005022601707684581
365383,tetrahydroisoquinoline,marijuana,0.000321853878339234
365439,tetrahydroisoquinoline,MDMA,0.0002181976871045167
365551,tetrahydroisoquinoline,hydrocodone,0.0008389261744966444
365564,tetrahydroisoquinoline,tryptamine,0.0005931198102016608
365599,tetrahydroisoquinoline,phenethylamine,0.0022238695329873984
365648,tetrahydroisoquinoline,methamphetamine,0.0013596193065941538
365747,tetrahydroisoquinoline,amphetamine,0.0006978367062107467
366527,phenylhydrazine,pyridine,0.0075187969924812035
366547,phenylhydrazine,sodium,0.0013774104683195593
366628,phenylhydrazine,ergometrine,0.005154639175257732
366629,phenylhydrazine,methylcarbinolamide,0.037037037037037035
366898,phenylhydrazine,benzene,0.0033670033670033677
367012,phenylhydrazine,ammonium,0.009345794392523366
367713,menthadiene,LSD,0.00017593244194229416
367743,menthadiene,piper methysticum,0.0101010101010101
367762,menthadiene,mescaline,0.0004145936981757877
367979,menthadiene,MDMA,0.0002181976871045167
368007,menthadiene,myristicin,0.007042253521126761
368168,menthadiene,benzene,0.0033670033670033677
368287,menthadiene,amphetamine,0.0003489183531053734
368336,piparazine,methane,0.02
368542,piparazine,serotonin,0.0005022601707684581
368614,piparazine,MDMA,0.0002181976871045167
368644,piparazine,benzylpiperazine,0.009009009009009007
368803,piparazine,benzene,0.0033670033670033677
368823,piparazine,methamphetamine,0.0006798096532970769
368911,piparazine,piperonylpiperazine,0.038461538461538464
368922,piparazine,amphetamine,0.0003489183531053734
369067,quinolizidines,pyridine,0.0075187969924812035
369193,quinolizidines,marijuana,0.000321853878339234
369575,percocet,oxycodone,0.020064724919093845
369581,percocet,hypericum,0.012820512820512822
369588,percocet,hormone,0.0017889087656529515
369590,percocet,fluoxetine,0.005235602094240838
369618,percocet,LSD,0.0015833919774806474
369623,percocet,caffeine,0.004214328717639976
369637,percocet,phenelzine,0.0047393364928909965
369643,percocet,meperidine,0.014218009478672987
369650,percocet,cocaine,0.002379064234734338
369667,percocet,mescaline,0.001658374792703151
369669,percocet,psilocybin,0.010638297872340424
369674,percocet,opioids,0.008282126636387924
369681,percocet,propoxyphene,0.02145922746781116
369692,percocet,salvia,0.0021482277121374865
369705,percocet,laudanum,0.02830188679245283
369706,percocet,morphine,0.012658227848101266
369711,percocet,methadone,0.018579234972677598
369722,percocet,sodium,0.0027548209366391185
369746,percocet,dextromethorphan,0.0017035775127768314
369753,percocet,nicotine,0.0005096839959225281
369812,percocet,serotonin,0.0005022601707684581
369828,percocet,marijuana,0.0019311232700354047
369837,percocet,mephedrone,0.00398406374501992
369863,percocet,antidepressant,0.0028355387523629487
369880,percocet,thebaine,0.006688963210702341
369884,percocet,MDMA,0.0013091861226271007
369980,percocet,buprenorphine,0.0076045627376425855
369996,percocet,hydrocodone,0.016778523489932886
369998,percocet,hydromorphone,0.012224938875305624
370009,percocet,tryptamine,0.0005931198102016608
370033,percocet,loperamide,0.008547008547008548
370040,percocet,fentanyl,0.012006861063464836
370044,percocet,phenethylamine,0.0007412898443291327
370058,percocet,antiseptic,0.011904761904761904
370084,percocet,benzodiazepine,0.003154574132492114
370093,percocet,methamphetamine,0.0013596193065941538
370108,percocet,psychonaut,0.006493506493506493
370162,percocet,paroxetine,0.0055248618784530384
370164,percocet,wormwood,0.003976143141153082
370174,percocet,other,0.004418262150220914
370177,percocet,acetaminophen,0.02509652509652509
370187,percocet,ammonium,0.009345794392523366
370189,percocet,ibogaine,0.00598802395209581
370190,percocet,dihydrocodeine,0.020134228187919462
370192,percocet,amphetamine,0.002791346824842987
370194,percocet,adaptogen,0.006756756756756756
370285,mesembrenone,cocaine,0.0003965107057890563
370447,mesembrenone,serotonin,0.0005022601707684581
370463,mesembrenone,marijuana,0.000321853878339234
370498,mesembrenone,antidepressant,0.000945179584120983
370608,mesembrenone,dichloromethane,0.013333333333333334
370719,mesembrenone,benzodiazepine,0.0010515247108307043
370888,alphamethyltryptamine,LSD,0.0005277973258268825
370893,alphamethyltryptamine,caffeine,0.0006020469596628537
370920,alphamethyltryptamine,cocaine,0.0007930214115781126
370937,alphamethyltryptamine,mescaline,0.0004145936981757877
370940,alphamethyltryptamine,oxytocin,0.008547008547008548
370944,alphamethyltryptamine,opioids,0.0002671653753673524
370962,alphamethyltryptamine,salvia,0.0002685284640171858
370976,alphamethyltryptamine,morphine,0.0005753739930955121
371016,alphamethyltryptamine,dextromethorphan,0.0034071550255536627
371023,alphamethyltryptamine,nicotine,0.0005096839959225281
371043,alphamethyltryptamine,heroin,0.006535947712418301
371098,alphamethyltryptamine,marijuana,0.000321853878339234
371154,alphamethyltryptamine,MDMA,0.0004363953742090334
371156,alphamethyltryptamine,bufotenin,0.0021321961620469087
371175,alphamethyltryptamine,dpt,0.0029368575624082235
371184,alphamethyltryptamine,benzylpiperazine,0.018018018018018014
371266,alphamethyltryptamine,hydrocodone,0.0016778523489932888
371279,alphamethyltryptamine,tryptamine,0.0005931198102016608
371310,alphamethyltryptamine,fentanyl,0.0017152658662092624
371314,alphamethyltryptamine,phenethylamine,0.0007412898443291327
371363,alphamethyltryptamine,methamphetamine,0.0020394289598912306
371378,alphamethyltryptamine,psychonaut,0.0032467532467532465
371462,alphamethyltryptamine,amphetamine,0.0003489183531053734
371810,doxorubicin,dpt,0.0014684287812041115
371914,doxorubicin,tryptamine,0.0005931198102016608
371996,doxorubicin,piperidyl,0.012820512820512822
372079,doxorubicin,other,0.0014727540500736375
372232,dibenzodioxines,salvia,0.0002685284640171858
372513,dibenzodioxines,dichloromethane,0.013333333333333334
372665,dibenzodioxines,methylene,0.014492753623188406
372763,secretagogue,hormone,0.0017889087656529515
373385,benzomorphans,oxycodone,0.0006472491909385112
373389,benzomorphans,tranylcypromine,0.00546448087431694
373412,benzomorphans,phenoperidine,0.01694915254237288
373428,benzomorphans,LSD,0.00017593244194229416
373433,benzomorphans,caffeine,0.0006020469596628537
373445,benzomorphans,diethylpropion,0.016129032258064516
373447,benzomorphans,phenelzine,0.0047393364928909965
373453,benzomorphans,meperidine,0.0047393364928909965
373460,benzomorphans,cocaine,0.0003965107057890563
373466,benzomorphans,piperidino,0.01694915254237288
373477,benzomorphans,mescaline,0.0004145936981757877
373484,benzomorphans,opioids,0.0002671653753673524
373491,benzomorphans,propoxyphene,0.004291845493562232
373494,benzomorphans,ketobemidone,0.01694915254237288
373501,benzomorphans,isomorphinans,0.01694915254237288
373502,benzomorphans,salvia,0.0002685284640171858
373516,benzomorphans,morphine,0.0005753739930955121
373521,benzomorphans,methadone,0.0010928961748633882
373546,benzomorphans,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
373564,benzomorphans,naloxone,0.004694835680751174
373572,benzomorphans,benzphetamine,0.016129032258064516
373573,benzomorphans,phenylalkylamines,0.014084507042253518
373594,benzomorphans,clortermine,0.01694915254237288
373613,benzomorphans,ergometrine,0.005154639175257732
373616,benzomorphans,aminorex,0.013333333333333334
373622,benzomorphans,serotonin,0.0005022601707684581
373623,benzomorphans,pipradrol,0.015625
373637,benzomorphans,vinblastine,0.007874015748031496
373638,benzomorphans,marijuana,0.000321853878339234
373649,benzomorphans,pyrovalerone,0.01694915254237288
373659,benzomorphans,methylphenidate,0.003076923076923077
373663,benzomorphans,norepinephrine,0.0017182130584192444
373664,benzomorphans,hydroxyl,0.007042253521126761
373690,benzomorphans,thebaine,0.0033444816053511705
373694,benzomorphans,MDMA,0.0002181976871045167
373696,benzomorphans,bufotenin,0.0021321961620469087
373705,benzomorphans,epinephrine,0.0020202020202020198
373712,benzomorphans,phenylpropanolamine,0.007299270072992701
373742,benzomorphans,levophacetoperane,0.01694915254237288
373775,benzomorphans,desmethylprodine,0.014492753623188406
373776,benzomorphans,thymiquinone,0.01694915254237288
373781,benzomorphans,chlorphentermine,0.01694915254237288
373806,benzomorphans,hydrocodone,0.0008389261744966444
373808,benzomorphans,hydromorphone,0.002444987775061125
373819,benzomorphans,tryptamine,0.0005931198102016608
373843,benzomorphans,loperamide,0.008547008547008548
373850,benzomorphans,fentanyl,0.0017152658662092624
373854,benzomorphans,phenethylamine,0.0007412898443291327
373865,benzomorphans,psychotogen,0.010752688172043013
373877,benzomorphans,phenylethylhydrazine,0.01694915254237288
373879,benzomorphans,morphinans,0.012987012987012986
373884,benzomorphans,mephentermine,0.01694915254237288
373894,benzomorphans,benzodiazepine,0.0010515247108307043
373901,benzomorphans,piperidyl,0.012820512820512822
373903,benzomorphans,methamphetamine,0.0006798096532970769
373984,benzomorphans,other,0.0014727540500736375
373999,benzomorphans,ibogaine,0.0019960079840319364
374002,benzomorphans,amphetamine,0.0003489183531053734
374137,tetrapterys,salvia,0.0002685284640171858
375338,docusate,caffeine,0.0006020469596628537
375389,docusate,opioids,0.0002671653753673524
375437,docusate,sodium,0.0013774104683195593
375711,docusate,hydrocodone,0.0008389261744966444
375972,tolazoline,barbiturate,0.011764705882352941
376000,tolazoline,cocaine,0.0003965107057890563
376014,tolazoline,chlorpromazine,0.005025125628140704
376031,tolazoline,propoxyphene,0.004291845493562232
376061,tolazoline,methadone,0.0010928961748633882
376072,tolazoline,sodium,0.0013774104683195593
376203,tolazoline,norepinephrine,0.0017182130584192444
376360,tolazoline,hydroxyzine,0.0125
376434,tolazoline,benzodiazepine,0.0010515247108307043
376443,tolazoline,methamphetamine,0.0006798096532970769
376542,tolazoline,amphetamine,0.0003489183531053734
376560,paroxetine,oxycodone,0.0012944983818770227
376564,paroxetine,tranylcypromine,0.02185792349726776
376566,paroxetine,hypericum,0.012820512820512822
376573,paroxetine,hormone,0.003577817531305903
376575,paroxetine,fluoxetine,0.03664921465968586
376576,paroxetine,pseudoephedrine,0.006289308176100629
376584,paroxetine,dalcipran,0.024390243902439025
376603,paroxetine,LSD,0.0007037297677691766
376608,paroxetine,caffeine,0.0018061408789885613
376622,paroxetine,phenelzine,0.018957345971563986
376625,paroxetine,insulin,0.006289308176100629
376628,paroxetine,meperidine,0.0047393364928909965
376630,paroxetine,vasopressin,0.027027027027027025
